GENE	ctrl1	ctrl2	ctrl3	treat1	treat2	treat3
2700049A03Rik	199	204	216	247	238	268
2700054A10Rik	20	35	43	27	35	33
2700060E02Rik	933	971	1005	1025	910	1060
2700062C07Rik	183	177	195	201	169	188
2700069I18Rik	0	0	0	0	0	0
2700070H01Rik	1	1	1	0	0	2
2700081O15Rik	378	455	414	315	358	310
2700086A05Rik	21	11	17	9	8	13
2700089E24Rik	2525	2771	3160	2663	2782	2939
2700089I24Rik	1	0	0	0	0	0
2700094K13Rik	278	289	363	294	315	391
2700097O09Rik	134	176	181	192	191	232
2700099C18Rik	14	9	17	14	11	8
2810001G20Rik	143	205	170	205	165	168
2810002D19Rik	170	153	219	203	180	190
2810004N23Rik	626	647	686	669	711	844
2810006K23Rik	271	259	279	304	301	375
2810007J24Rik	0	0	0	0	0	0
2810008D09Rik	158	268	253	163	176	188
2810013P06Rik	439	483	510	472	510	475
2810021J22Rik	251	334	287	286	319	277
2810025M15Rik	243	193	309	195	208	200
2810029C07Rik	137	129	149	126	129	121
2810032G03Rik	25	17	16	28	21	29
2810047C21Rik1	0	0	0	0	0	0
2810049E08Rik	3	1	2	4	1	1
2810055G20Rik	20	17	25	14	25	19
2810403A07Rik	1188	1611	1470	1419	1640	1530
2810403D21Rik	20	22	25	22	28	26
2810404M03Rik	0	0	0	0	0	0
2810405F15Rik	0	1	3	1	3	1
2810408A11Rik	28	30	45	33	38	37
2810408I11Rik	7	16	23	12	14	20
2810408M09Rik	251	249	242	247	244	274
2810410L24Rik	82	70	117	85	92	80
2810417H13Rik	34	33	61	57	48	76
2810428I15Rik	636	777	705	748	780	881
2810429I04Rik	2	2	7	8	13	14
2810433D01Rik	4	10	11	8	8	17
2810442I21Rik	6	12	8	17	10	6
2810442N19Rik	0	2	1	0	0	0
2810454H06Rik	19	20	14	33	40	31
2810459M11Rik	5	3	7	10	2	0
2810468N07Rik	5	4	3	2	1	1
2810471M01Rik	0	0	0	0	0	0
2810474O19Rik	840	947	942	762	855	988
2900005J15Rik	33	59	51	50	47	39
2900008C10Rik	9	14	10	16	10	10
2900009J06Rik	5	0	3	2	1	3
2900011O08Rik	0	3	5	5	5	3
2900026A02Rik	768	827	830	777	952	895
2900041M22Rik	11	14	8	8	12	23
2900052N01Rik	2	1	0	0	1	0
2900055J20Rik	1	1	5	1	1	0
2900056M20Rik	216	237	206	188	245	211
2900057B20Rik	0	2	0	0	0	0
2900060B14Rik	1	1	0	1	0	0
2900076A07Rik	61	82	102	72	78	60
2900079G21Rik	1	0	0	0	0	0
2900092C05Rik	0	0	0	0	0	0
2900092D14Rik	416	604	628	560	684	574
2900097C17Rik	679	816	780	785	877	900
3000002C10Rik	15	24	40	14	20	16
3010001F23Rik	7	12	15	9	14	7
3010026O09Rik	197	150	217	185	208	157
3010033K07Rik	0	1	1	0	1	0
3100003L05Rik	0	0	0	0	0	1
3110001I22Rik	42	47	48	59	44	61
3110002H16Rik	450	517	497	522	560	618
3110007F17Rik	13	11	10	10	9	11
3110009E18Rik	32	20	43	43	36	30
3110009F21Rik	0	0	0	0	0	0
3110015C05Rik	0	0	0	0	0	0
3110021A11Rik	0	4	3	2	2	1
3110021N24Rik	58	74	66	65	68	85
3110035E14Rik	0	2	1	1	0	2
3110039I08Rik	0	0	0	0	0	0
3110039M20Rik	0	0	0	0	0	0
3110040N11Rik	262	286	302	289	236	276
3110043O21Rik	248	308	340	277	319	353
3110045C21Rik	106	122	176	93	104	95
3110047P20Rik	0	1	0	1	0	0
3110052M02Rik	144	189	217	147	179	202
3110056K07Rik	122	171	161	153	164	184
3110057O12Rik	182	192	236	221	256	277
3110062M04Rik	59	59	82	81	65	71
3110070M22Rik	22	18	11	8	18	25
3110079O15Rik	1	0	3	0	0	2
3110082I17Rik	93	102	118	110	133	142
3110082J24Rik	0	0	0	0	0	0
3110099E03Rik	50	41	45	33	42	36
3200001D21Rik	10	9	14	3	10	8
3300002I08Rik	6	4	8	4	4	5
3300005D01Rik	13	4	14	14	6	8
3425401B19Rik	0	0	0	0	0	0
3632451O06Rik	260	157	262	213	160	137
3632454L22Rik	2	0	1	0	0	5
3830403N18Rik	2	4	2	12	1	2
3830406C13Rik	770	870	932	939	928	1055
3830408C21Rik	11	12	19	9	15	17
3830417A13Rik	0	0	0	0	0	0
3930402G23Rik	1	0	0	0	2	1
4430402I18Rik	103	121	154	132	142	141
4631405J19Rik	2	1	12	7	3	6
4632415L05Rik	564	574	581	521	627	682
4632427E13Rik	11	11	6	8	7	11
4632428C04Rik	43	41	62	34	51	61
4632428N05Rik	120	88	149	86	105	120
4632434I11Rik	28	45	45	57	51	49
4732416N19Rik	0	0	1	3	0	0
4732456N10Rik	0	0	0	0	0	0
4732471J01Rik	8	4	7	7	11	7
4732490B19Rik	0	0	1	0	0	0
4732491K20Rik	109	107	112	129	141	168
4831440E17Rik	43	45	48	43	56	30
4833403I15Rik	0	0	1	0	1	0
4833411C07Rik	6	1	6	6	9	5
4833412C05Rik	0	0	2	0	0	0
4833417C18Rik	5	4	2	2	5	3
4833418N02Rik	24	40	58	40	37	44
4833419F23Rik	6	9	6	18	17	17
4833420G17Rik	590	663	664	635	627	673
4833422C13Rik	10	8	10	9	6	7
4833423E24Rik	0	0	0	0	0	0
4833424O15Rik	7	2	1	1	2	6
4833427F10Rik	0	0	0	0	1	0
4833427G06Rik	0	0	0	0	0	0
4833428L15Rik	0	1	0	0	0	1
4833439L19Rik	12366	12379	14473	12272	12496	12208
4921501E09Rik	0	2	2	2	0	0
4921504A21Rik	30	40	49	48	31	29
4921504E06Rik	0	0	0	0	1	0
4921506M07Rik	0	0	0	0	1	0
4921507L20Rik	6	5	7	7	7	6
4921507P07Rik	20	18	27	33	28	22
4921508D12Rik	1	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0
4921509O07Rik	0	0	0	0	0	0
4921511C10Rik	0	0	0	0	0	0
4921511C20Rik	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0
4921511I17Rik	0	0	0	0	0	0
4921511M17Rik	0	0	0	0	0	0
4921513I03Rik	0	0	0	0	0	0
4921515E04Rik	0	0	0	0	0	0
4921517D22Rik	0	2	0	0	2	0
4921524J17Rik	265	366	373	296	397	371
4921524L21Rik	0	0	0	0	0	0
4921525O09Rik	0	0	0	0	0	0
4921529L05Rik	0	0	0	0	0	0
4921530L21Rik	0	0	0	0	0	0
4921531C22Rik	97	99	94	132	178	214
4921531P14Rik	0	0	0	0	0	0
4921533I20Rik	19	33	25	30	31	33
4921534H16Rik	0	0	0	0	0	0
4921536K21Rik	35	29	27	24	21	30
4921539E11Rik	0	0	0	0	0	0
4922501C03Rik	233	256	335	234	286	306
4922501L14Rik	1	1	5	0	0	4
4922502D21Rik	0	0	0	0	0	0
4922502H24Rik	0	0	0	0	0	0
4922502N22Rik	0	0	0	0	0	0
4922505E12Rik	0	0	0	0	0	0
4930401C15Rik	0	0	0	0	0	0
4930401O10Rik	0	0	0	0	0	0
4930401O12Rik	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0
4930402F11Rik	0	0	0	0	0	0
4930402H24Rik	1733	1715	2177	2075	2170	2925
4930402K13Rik	0	0	0	0	0	0
4930404A05Rik	0	0	0	0	0	0
4930404A10Rik	0	0	0	0	0	2
4930404H11Rik	0	1	1	0	0	1
4930404I05Rik	10	29	24	13	14	12
4930404N11Rik	110	107	112	127	112	123
4930405A10Rik	0	0	0	0	0	0
4930405A21Rik	6	8	6	10	8	14
4930405D11Rik	0	0	0	0	0	0
4930405J17Rik	4	2	3	7	6	5
4930405L22Rik	0	0	0	0	0	0
4930406D18Rik	0	0	0	0	0	0
4930407I10Rik	0	0	0	0	0	0
4930412B13Rik	0	0	0	0	1	1
4930412C18Rik	110	102	134	81	96	94
4930412D23Rik	0	0	0	0	0	0
4930412O13Rik	184	298	323	196	249	222
4930413E15Rik	0	0	0	0	0	0
4930413F20Rik	10	7	6	5	10	12
4930413G21Rik	159	230	209	181	191	208
4930413M19Rik	0	0	0	0	0	0
4930414L22Rik	83	96	91	116	102	115
4930414N06Rik	0	0	0	0	0	0
4930415F15Rik	3	3	5	4	7	3
4930415L06Rik	0	0	0	0	0	0
4930415O20Rik	27	26	21	26	32	41
4930417O13Rik	0	0	0	0	0	0
4930417O22Rik	0	0	0	0	0	0
4930419G24Rik	0	0	0	0	0	0
4930422G04Rik	34	48	54	53	59	65
4930423M02Rik	0	0	0	0	0	0
4930425K10Rik	0	0	0	0	1	0
4930425O10Rik	0	0	0	0	0	0
4930426D05Rik	126	150	186	124	156	116
4930426L09Rik	6	1	7	4	15	3
4930427A07Rik	72	100	93	114	114	138
4930428D18Rik	0	0	0	0	0	0
4930428E07Rik	0	0	0	0	0	0
4930428G15Rik	0	1	1	0	1	1
4930428O21Rik	0	0	0	0	0	0
4930429B21Rik	10	23	13	20	24	17
4930429D17Rik	3	0	0	1	0	0
4930429F11Rik	0	0	0	0	0	0
4930429F24Rik	6	11	10	8	9	15
4930430A15Rik	0	0	0	0	0	0
4930430D24Rik	0	0	0	0	0	0
4930430F08Rik	241	239	247	258	243	281
4930430F21Rik	0	0	0	0	0	0
4930430J02Rik	0	0	0	0	0	0
4930431F12Rik	0	0	0	0	0	0
4930431P03Rik	0	0	0	0	0	0
4930432J09Rik	2	1	1	1	0	0
4930432K09Rik	0	0	2	1	0	0
4930432K21Rik	15	16	13	2	4	16
4930432M17Rik	0	0	0	0	0	0
4930433B08Rik	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0
4930433N12Rik	0	0	0	0	0	0
4930434J06Rik	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0
4930438E09Rik	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0
4930440I19Rik	0	0	0	0	0	0
4930441J16Rik	0	0	0	0	0	0
4930442J19Rik	0	0	0	0	0	0
4930442L01Rik	22	9	27	10	12	6
4930443O20Rik	3	0	1	0	0	0
4930444F02Rik	0	1	0	0	0	3
4930444G20Rik	0	0	0	0	0	0
4930444M15Rik	0	0	0	0	0	0
4930444P10Rik	3	4	6	9	20	19
4930447A16Rik	0	0	0	0	0	0
4930447C04Rik	0	0	0	0	0	0
4930447J18Rik	0	0	0	1	0	0
4930447K03Rik	10	6	7	4	7	12
4930447N08Rik	0	0	0	0	0	0
4930448C13Rik	0	0	0	0	0	0
4930448F12Rik	0	0	0	0	0	0
4930448H16Rik	0	1	1	1	0	0
4930448I06Rik	0	0	0	0	0	0
4930448I18Rik	1	0	0	3	0	0
4930448K20Rik	0	0	0	0	0	0
4930449E01Rik	0	0	0	0	0	0
4930449E18Rik	0	0	0	0	0	2
4930449I24Rik	0	0	0	0	0	0
4930451C15Rik	0	0	0	0	0	0
4930451G09Rik	38	32	50	47	48	63
4930451I11Rik	0	0	0	0	0	1
4930452A19Rik	0	0	0	0	0	0
4930452B06Rik	83	106	113	165	222	267
4930452G13Rik	0	1	0	0	0	0
4930452N14Rik	0	0	0	0	0	0
4930453H23Rik	1	0	0	0	0	1
4930453L07Rik	0	0	0	0	0	0
4930453N24Rik	390	442	453	478	449	480
4930455B14Rik	0	1	0	0	0	1
4930455C13Rik	2	2	5	0	1	2
4930455D15Rik	1	0	1	0	0	1
4930455F16Rik	0	0	0	0	0	0
4930455H04Rik	0	0	1	0	0	0
4930455J16Rik	0	0	0	0	0	0
4930456L15Rik	0	0	0	0	0	0
4930459C07Rik	1	1	4	1	2	2
4930459L07Rik	0	0	0	0	0	0
4930461G14Rik	62	63	82	90	65	71
4930465K10Rik	4	0	0	1	4	0
4930465M20Rik	0	0	0	0	0	0
4930467D21Rik	0	0	0	0	0	0
4930467E23Rik	0	0	0	0	0	0
4930467K11Rik	0	2	1	2	5	3
4930468A15Rik	0	0	0	0	0	0
4930469G21Rik	2	0	1	0	4	0
4930470H14Rik	0	1	0	0	1	0
4930470P17Rik	0	0	0	0	0	0
4930471C04Rik	0	0	0	0	1	0
4930471G03Rik	0	0	0	0	0	0
4930471M09Rik	0	0	0	1	0	0
4930473A02Rik	5	2	14	4	7	7
4930473O22Rik	0	0	0	0	0	0
4930474G06Rik	0	0	0	0	0	0
4930474H20Rik	0	0	0	0	0	0
4930474M22Rik	0	0	0	0	0	0
4930474N05Rik	0	0	0	0	0	0
4930474N09Rik	0	0	2	0	1	0
4930478L05Rik	0	0	0	1	0	0
4930478P22Rik	0	0	0	0	0	1
4930479D17Rik	3	5	2	1	2	1
4930480E11Rik	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	0
4930480K15Rik	0	0	0	0	0	0
4930480M12Rik	0	0	0	0	0	0
4930481A15Rik	730	773	802	733	879	875
4930482G09Rik	0	0	0	0	0	0
4930483J18Rik	0	0	0	0	0	0
4930483K19Rik	10	22	6	10	13	17
4930483O08Rik	0	0	1	1	1	1
4930486F22Rik	0	0	0	0	0	0
4930486I03Rik	0	0	1	1	0	0
4930486L24Rik	2	0	2	3	13	4
4930487D11Rik	0	0	0	1	2	1
4930487H11Rik	0	1	0	0	0	0
4930488B22Rik	0	0	0	0	0	0
4930488L21Rik	0	0	0	0	0	0
4930500F04Rik	0	0	0	1	1	1
4930500J02Rik	1	3	1	0	8	0
4930500L23Rik	0	0	0	0	0	0
4930502A04Rik	0	0	0	0	0	0
4930502E09Rik	1	1	1	1	1	0
4930502E18Rik	3	4	2	5	2	1
4930503B20Rik	0	0	1	0	0	2
4930503E14Rik	1	0	0	0	0	0
4930503E24Rik	509	552	598	609	719	839
4930503H13Rik	0	0	0	0	0	0
4930503L19Rik	51	45	54	63	44	36
4930503O07Rik	2	5	2	2	9	6
4930504O13Rik	0	0	0	0	0	0
4930505A04Rik	11	5	11	12	8	13
4930505G20Rik	0	0	0	0	0	0
4930506C21Rik	25	28	47	32	34	19
4930506M07Rik	428	411	418	501	459	602
4930507D05Rik	4	5	6	3	6	4
4930507D10Rik	0	0	0	0	0	0
4930509E16Rik	6	6	5	5	5	5
4930509J09Rik	0	0	0	0	0	0
4930509K18Rik	0	0	0	0	0	0
4930511A02Rik	0	0	0	0	0	0
4930511E03Rik	0	0	0	0	1	1
4930511M06Rik	24	15	21	25	16	33
4930512B01Rik	62	88	66	80	75	85
4930513D17Rik	0	0	0	0	0	0
4930513N10Rik	10	12	14	14	11	11
4930513O06Rik	0	0	0	0	0	0
4930515B02Rik	0	0	0	0	0	0
4930515G01Rik	17	16	12	11	12	14
4930515G16Rik	7	6	5	6	5	10
4930515L03Rik	0	0	0	0	0	0
4930515L19Rik	0	0	0	0	0	0
4930517E11Rik	0	0	0	0	0	0
4930518P08Rik	0	0	0	0	0	0
4930519D14Rik	0	0	0	0	0	0
4930519F09Rik	336	367	377	440	494	531
4930519F16Rik	0	0	0	0	0	0
4930519F24Rik	0	0	0	0	0	0
4930519G04Rik	0	0	0	0	0	0
4930519H02Rik	0	0	0	0	0	0
4930520O04Rik	3	9	9	12	8	8
4930520P13Rik	0	0	0	0	0	0
4930521E06Rik	2	1	0	1	1	0
4930522H14Rik	0	0	0	0	0	1
4930522O17Rik	0	0	0	0	0	1
4930523C07Rik	367	388	423	382	430	471
4930523O13Rik	0	0	0	0	0	0
4930524B15Rik	1	0	0	0	0	0
4930524C18Rik	0	0	0	0	1	0
4930524N10Rik	0	1	1	0	2	1
4930524O05Rik	0	0	0	0	0	0
4930524O08Rik	0	0	0	0	0	0
4930525D18Rik	0	0	0	0	0	0
4930525G20Rik	31	39	52	41	47	49
4930525M21Rik	0	0	0	0	0	0
4930526D03Rik	0	0	0	1	0	0
4930526I15Rik	0	0	0	0	0	0
4930526L06Rik	0	0	0	0	0	0
4930527F14Rik	1	4	2	0	3	2
4930527G23Rik	0	0	0	0	0	0
4930528A17Rik	1	4	3	2	6	3
4930528D03Rik	0	0	0	0	0	0
4930528P14Rik	0	0	0	0	0	0
4930529C04Rik	0	0	0	0	1	0
4930529K09Rik	0	0	1	0	0	0
4930529L06Rik	0	0	0	0	0	0
4930529M08Rik	3	3	2	3	6	9
4930532M18Rik	0	0	0	0	0	0
4930533B01Rik	1	2	1	0	1	0
4930533P14Rik	0	0	0	0	0	0
4930538K18Rik	4	5	4	0	5	2
4930539C22Rik	0	0	0	0	0	0
4930539E08Rik	8	12	10	19	14	7
4930539J05Rik	78	78	112	105	67	104
4930539M17Rik	0	0	0	0	0	0
4930539N22Rik	0	0	0	0	0	0
4930540M03Rik	0	0	0	0	0	0
4930542C21Rik	0	0	0	0	0	0
4930542D17Rik	0	0	0	0	0	0
4930543E12Rik	1	0	0	1	0	0
4930544D05Rik	0	0	0	0	1	2
4930544G11Rik	0	0	0	0	0	0
4930544M13Rik	0	0	0	0	0	0
4930545E07Rik	0	0	0	0	0	0
4930545H06Rik	2	0	1	0	0	0
4930545L23Rik	0	0	0	0	0	0
4930546C10Rik	0	0	0	0	0	0
4930546K05Rik	0	1	2	2	1	5
4930547C10Rik	0	0	0	0	0	0
4930547E08Rik	1	1	1	0	1	0
4930547E14Rik	0	0	0	0	0	0
4930548G14Rik	0	0	0	0	0	0
4930548H24Rik	0	0	0	0	0	0
4930548J01Rik	0	0	0	0	0	0
4930548K13Rik	0	0	0	0	0	0
4930549C01Rik	0	0	0	0	0	0
4930549G23Rik	1	2	3	5	0	1
4930550C14Rik	363	449	410	402	418	431
4930550L24Rik	0	0	0	0	0	0
4930552N02Rik	0	0	0	0	0	0
4930552P12Rik	0	0	2	1	1	2
4930553E22Rik	0	0	0	0	0	0
4930554C24Rik	0	0	0	0	0	0
4930555B11Rik	0	0	0	0	0	0
4930555G01Rik	0	0	0	0	0	0
4930556C24Rik	0	0	0	0	0	0
4930556G01Rik	0	0	0	0	0	0
4930556J02Rik	0	0	0	0	0	0
4930556M19Rik	134	118	151	143	145	150
4930556N09Rik	0	0	0	0	0	0
4930557A04Rik	0	0	0	0	0	0
4930557J02Rik	1	0	0	0	0	0
4930558C23Rik	0	0	0	0	0	0
4930558G05Rik	0	0	0	0	0	0
4930558J18Rik	3	3	1	5	2	3
4930558K02Rik	0	0	0	0	1	0
4930562C15Rik	5	7	5	4	7	5
4930562F07Rik	0	1	0	0	2	1
4930563D23Rik	171	251	220	200	237	217
4930563E18Rik	0	1	1	1	2	0
4930563E22Rik	17	25	25	23	27	23
4930563F08Rik	0	0	0	0	0	0
4930563M20Rik	0	0	0	0	0	0
4930564B18Rik	24	17	33	21	16	35
4930564C03Rik	2	0	0	0	0	0
4930564D02Rik	0	0	0	0	0	0
4930565D16Rik	0	0	0	0	0	0
4930565N06Rik	3	4	6	5	2	9
4930567H12Rik	1	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	0
4930567J20Rik	0	0	0	0	0	0
4930567K20Rik	0	0	0	0	0	0
4930568D16Rik	0	0	0	0	0	0
4930568E12Rik	0	0	0	0	0	0
4930568G15Rik	0	0	0	0	0	0
4930570G19Rik	2	1	0	1	2	0
4930571K23Rik	0	0	0	0	0	0
4930571O06Rik	0	0	0	0	0	0
4930572K03Rik	0	0	0	0	0	0
4930572O03Rik	0	0	0	0	0	0
4930572O13Rik	0	0	0	2	0	0
4930573O16Rik	0	0	0	0	0	0
4930577N17Rik	35	49	61	46	58	52
4930578C19Rik	4	3	5	3	0	3
4930578E11Rik	0	0	0	0	0	0
4930578I06Rik	0	0	0	0	0	0
4930578M01Rik	5	3	10	5	9	5
4930578N18Rik	0	0	0	0	0	0
4930579F01Rik	0	1	0	0	0	0
4930579G18Rik	22	16	20	6	27	22
4930579G24Rik	97	105	106	123	89	124
4930579K19Rik	33	19	23	24	42	44
4930581F22Rik	16	10	16	10	14	6
4930583K01Rik	2	3	2	1	2	1
4930583P06Rik	0	0	0	0	0	0
4930584F24Rik	0	0	0	0	0	0
4930590J08Rik	1	1	3	2	1	1
4930590L20Rik	0	0	0	0	0	0
4930591A17Rik	0	0	0	0	0	0
4930592A05Rik	1	0	1	0	0	0
4930592I03Rik	0	0	0	0	0	1
4930593A02Rik	0	1	0	2	0	1
4930593C16Rik	1	0	0	0	0	0
4930594C11Rik	98	117	114	129	122	133
4930595M18Rik	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0
4930596I21Rik	0	0	0	0	1	1
4930597G03Rik	0	0	0	0	0	0
4930598F16Rik	0	0	0	0	0	0
4930599N23Rik	7	6	4	11	17	11
4931402G19Rik	6	2	3	1	1	1
4931403E22Rik	0	2	1	6	5	0
4931403G20Rik	4	4	4	2	2	1
4931406B18Rik	0	0	0	0	0	0
4931406C07Rik	9876	7333	11704	10127	8054	7589
4931406H21Rik	2	0	0	1	2	2
4931406P16Rik	782	1018	853	898	893	1011
4931408C20Rik	0	0	0	0	0	0
4931408D14Rik	86	53	92	101	133	82
4931409K22Rik	1	0	0	0	0	0
4931412M21	0	0	0	0	0	0
4931414P19Rik	191	211	203	210	232	201
4931417E11Rik	0	0	0	3	2	1
4931419H13Rik	0	0	0	0	0	0
4931420L22Rik	0	0	0	0	0	0
4931423N10Rik	0	0	0	0	2	0
4931428F04Rik	51	71	61	53	64	89
4931428L18Rik	0	0	0	0	0	0
4931429I11Rik	0	0	0	0	0	0
4931429L15Rik	0	0	1	0	1	0
4931429P17Rik	0	0	0	0	0	0
4931430N09Rik	4	4	5	8	6	19
4931431B13Rik	0	0	0	0	0	0
4931431C16Rik	10	10	16	15	13	6
4931431F19Rik	0	0	0	0	0	0
4931440F15Rik	1	2	1	3	0	0
4931440J10Rik	0	1	0	0	0	1
4931440L10Rik	0	0	0	0	0	1
4931440P22Rik	16	11	20	12	20	15
4932411E22Rik	0	0	0	0	0	0
4932411N23Rik	0	4	0	0	0	1
4932412D23Rik	1	0	2	0	0	2
4932413F04Rik	0	0	0	0	0	0
4932414J04Rik	0	0	0	0	0	0
4932414N04Rik	0	0	0	0	0	0
4932415M13Rik	0	0	0	0	0	0
4932416H05Rik	87	109	126	80	106	133
4932416K20Rik	0	0	0	0	0	0
4932418E24Rik	0	0	0	0	0	0
4932429P05Rik	0	0	0	0	0	0
4932435O22Rik	0	0	1	0	1	1
4932438A13Rik	1991	2070	2085	2013	2014	2366
4932438H23Rik	5	4	3	12	13	23
4932441J04Rik	1	0	1	0	1	1
4932443I19Rik	0	0	0	0	0	0
4932702P03Rik	0	0	0	1	0	0
4933400A11Rik	0	0	0	0	0	0
4933400B14Rik	0	0	0	0	0	0
4933400C23Rik	0	0	0	0	0	0
4933400F21Rik	0	0	1	0	0	0
4933400L20Rik	0	0	0	0	0	0
4933401B06Rik	0	0	0	0	0	0
4933401D09Rik	0	0	0	0	0	0
4933401H06Rik	0	1	0	0	0	0
4933402C06Rik	0	0	1	0	0	2
4933402D24Rik	7	6	8	5	1	5
4933402E13Rik	0	3	0	1	0	0
4933402J07Rik	0	1	0	0	0	0
4933402J10Rik	0	0	0	0	0	0
4933402J15Rik	0	0	0	0	0	0
4933402N03Rik	0	0	0	0	0	0
4933402N22Rik	0	0	0	0	0	0
4933402P03Rik	0	0	0	0	0	0
4933403O08Rik	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0
4933404K08Rik	0	0	0	0	0	0
4933404O12Rik	115	116	116	132	100	128
4933405D12Rik	0	0	1	3	1	0
4933405E24Rik	0	0	0	0	0	0
4933405L10Rik	1	2	2	1	0	1
4933405O20Rik	0	0	0	1	1	0
4933406C10Rik	10	7	8	2	2	7
4933406D12Rik	0	0	0	0	0	0
4933406F09Rik	0	0	0	0	0	0
4933406G16Rik	0	0	0	0	0	0
4933406I18Rik	6	4	6	6	14	17
4933406J08Rik	0	0	0	0	0	0
4933406J10Rik	0	0	0	0	0	0
4933406K04Rik	0	0	0	0	0	0
4933406M09Rik	0	0	0	0	0	0
4933407E24Rik	0	1	1	2	1	2
4933407G14Rik	0	0	0	0	0	0
4933407I05Rik	0	0	1	0	0	0
4933407K13Rik	28	44	27	27	33	21
4933407L21Rik	0	0	0	0	0	0
4933408B17Rik	15	9	11	7	10	12
4933408J17Rik	1	1	1	0	3	3
4933408N05Rik	0	2	0	1	0	0
4933409G03Rik	0	0	0	0	0	0
4933409K07Rik	0	0	0	0	0	0
4933411E08Rik	0	0	0	0	0	1
4933411G06Rik	0	0	0	0	0	0
4933411G11Rik	0	0	0	0	0	0
4933411K16Rik	9	9	18	19	15	17
4933411K20Rik	716	765	784	698	789	855
4933412E12Rik	84	74	107	74	76	81
4933412E24Rik	0	0	0	0	0	0
4933412O06Rik	0	0	0	0	0	0
4933413G19Rik	0	0	0	0	0	0
4933413J09Rik	5	5	2	4	8	2
4933413L06Rik	0	0	0	0	0	0
4933415F23Rik	0	0	0	0	0	0
4933416C03Rik	0	0	0	0	0	0
4933416E03Rik	0	0	1	0	0	0
4933416I08Rik	0	0	0	0	0	0
4933416M06Rik	3	5	11	4	7	6
4933416M07Rik	1	2	1	0	0	1
4933417A18Rik	23	15	25	14	15	9
4933417D19Rik	6	8	9	9	10	3
4933417E11Rik	0	0	0	0	0	0
4933417G07Rik	91	99	121	111	115	140
4933417O13Rik	0	0	0	2	1	0
4933421I07Rik	0	0	0	0	0	0
4933421O10Rik	91	123	113	105	109	127
4933422A05Rik	0	0	0	0	3	0
4933422H20Rik	3	3	3	3	2	5
4933424G05Rik	15	41	26	19	24	24
4933424G06Rik	1	0	0	4	0	1
4933425B07Rik	0	0	1	0	0	0
4933425L06Rik	0	0	0	0	0	0
4933426M11Rik	2699	2855	3104	3296	3238	3369
4933427D06Rik	0	0	0	0	0	0
4933427D14Rik	242	285	296	291	335	279
4933427E11Rik	7	12	26	10	21	10
4933427E13Rik	0	0	0	0	0	0
4933427G17Rik	17	9	17	9	7	7
4933427I22Rik	0	2	0	0	0	0
4933428C19Rik	0	0	0	0	0	0
4933428G20Rik	3	1	0	0	1	2
4933429K18Rik	0	0	0	0	0	0
4933429O19Rik	1	0	3	2	2	1
4933430H16Rik	0	0	0	0	0	0
4933430I17Rik	4	5	5	4	8	4
4933430M04Rik	0	0	0	0	0	0
4933430N04Rik	0	0	0	0	0	0
4933431E20Rik	299	261	310	270	261	229
4933431G14Rik	0	0	0	0	0	0
4933432G23Rik	0	0	0	0	0	0
4933432I03Rik	1	0	1	0	0	0
4933432I09Rik	0	0	1	1	0	1
4933432K03Rik	0	0	0	0	0	0
4933433C11Rik	3	4	6	2	4	9
4933433F19Rik	0	0	0	0	0	0
4933433G08Rik	0	0	0	0	0	0
4933433G15Rik	1	2	0	0	0	1
4933433G19Rik	6	2	3	1	4	4
4933433H22Rik	0	0	0	2	0	0
4933434E20Rik	647	665	816	849	850	846
4933434I20Rik	0	0	0	0	0	0
4933436E23Rik	0	0	0	0	0	0
4933436H12Rik	0	0	0	0	0	0
4933436I01Rik	0	0	0	0	0	0
4933438B17Rik	0	0	0	0	0	0
4933438K21Rik	0	0	0	0	0	0
4933439C10Rik	111	129	127	70	68	58
4933439K11Rik	1	7	5	6	1	6
4933440J02Rik	0	0	0	1	0	0
4933440M02Rik	0	0	0	0	0	0
5031410I06Rik	0	0	0	0	0	0
5031414D18Rik	5	7	3	12	6	7
5031425E22Rik	321	400	374	277	353	322
5031425F14Rik	0	2	3	0	0	0
5031426D15Rik	0	0	0	0	0	0
5031434C07Rik	0	0	0	3	0	0
5031434O11Rik	6	24	13	18	15	12
5031439G07Rik	824	895	983	875	983	975
5033403H07Rik	1	3	1	0	1	0
5033404E19Rik	0	0	0	0	0	0
5033406O09Rik	7	6	9	7	4	13
5133400J02Rik	0	0	0	0	0	0
5330411J11Rik	0	0	0	1	3	1
5330413P13Rik	0	0	0	0	0	0
5330417C22Rik	8	11	12	11	3	1
5330426P16Rik	115	167	119	163	139	199
5330434G04Rik	0	0	0	0	0	0
5330439B14Rik	0	0	0	0	0	0
5430401F13Rik	0	0	0	0	0	0
5430402E10Rik	0	0	0	0	0	0
